"AAPL","MELI","KO","PFE","TM"
1,0.461209368421869,0.357051898670075,0.302957780367984,0.413965847107248
0.461209368421869,1,0.207665944816068,0.174765081609904,0.279379153638159
0.357051898670075,0.207665944816068,1,0.401739578897632,0.310955024075189
0.302957780367984,0.174765081609904,0.401739578897632,1,0.232078578611599
0.413965847107248,0.279379153638159,0.310955024075189,0.232078578611599,1
