"symbol","date","adjusted"
"AAPL",2018-08-20,51.1459045410156
"AAPL",2018-08-21,51.0462036132812
"AAPL",2018-08-22,51.0485763549805
"AAPL",2018-08-23,51.1530303955078
"AAPL",2018-08-24,51.312068939209
"AAPL",2018-08-27,51.7346038818359
"AAPL",2018-08-28,52.1523933410645
"AAPL",2018-08-29,52.9309997558594
"AAPL",2018-08-30,53.4176292419434
"AAPL",2018-08-31,54.0348129272461
"AAPL",2018-09-04,54.2081031799316
"AAPL",2018-09-05,53.8544044494629
"AAPL",2018-09-06,52.9594841003418
"AAPL",2018-09-07,52.5322074890137
"AAPL",2018-09-10,51.8271865844727
"AAPL",2018-09-11,53.1375274658203
"AAPL",2018-09-12,52.477611541748
"AAPL",2018-09-13,53.7452163696289
"AAPL",2018-09-14,53.1351547241211
"AAPL",2018-09-17,51.7203598022461
"AAPL",2018-09-18,51.8058280944824
"AAPL",2018-09-19,51.8366813659668
"AAPL",2018-09-20,52.2307281494141
"AAPL",2018-09-21,51.668140411377
"AAPL",2018-09-24,52.4111328125
"AAPL",2018-09-25,52.7434730529785
"AAPL",2018-09-26,52.3232955932617
"AAPL",2018-09-27,53.3986320495605
"AAPL",2018-09-28,53.5861701965332
"AAPL",2018-10-01,53.9469947814941
"AAPL",2018-10-02,54.4264869689941
"AAPL",2018-10-03,55.0887870788574
"AAPL",2018-10-04,54.1202659606934
"AAPL",2018-10-05,53.2419624328613
"AAPL",2018-10-08,53.118522644043
"AAPL",2018-10-09,53.8544044494629
"AAPL",2018-10-10,51.3595428466797
"AAPL",2018-10-11,50.9061393737793
"AAPL",2018-10-12,52.724479675293
"AAPL",2018-10-15,51.596923828125
"AAPL",2018-10-16,52.7339744567871
"AAPL",2018-10-17,52.5060882568359
"AAPL",2018-10-18,51.2788352966309
"AAPL",2018-10-19,52.0597991943359
"AAPL",2018-10-22,52.3779067993164
"AAPL",2018-10-23,52.871654510498
"AAPL",2018-10-24,51.0580749511719
"AAPL",2018-10-25,52.1761322021484
"AAPL",2018-10-26,51.3452911376953
"AAPL",2018-10-29,50.381534576416
"AAPL",2018-10-30,50.6331558227539
"AAPL",2018-10-31,51.9529876708984
"AAPL",2018-11-01,52.7505798339844
"AAPL",2018-11-02,49.2516021728516
"AAPL",2018-11-05,47.8534393310547
"AAPL",2018-11-06,48.3709259033203
"AAPL",2018-11-07,49.8379402160645
"AAPL",2018-11-08,49.6640510559082
"AAPL",2018-11-09,48.7064514160156
"AAPL",2018-11-12,46.2529029846191
"AAPL",2018-11-13,45.7907791137695
"AAPL",2018-11-14,44.4973068237305
"AAPL",2018-11-15,45.5954437255859
"AAPL",2018-11-16,46.1004486083984
"AAPL",2018-11-19,44.2734031677246
"AAPL",2018-11-20,42.1580963134766
"AAPL",2018-11-21,42.110466003418
"AAPL",2018-11-23,41.0409049987793
"AAPL",2018-11-26,41.5959281921387
"AAPL",2018-11-27,41.5054130554199
"AAPL",2018-11-28,43.1014137268066
"AAPL",2018-11-29,42.7702980041504
"AAPL",2018-11-30,42.5392417907715
"AAPL",2018-12-03,44.0256652832031
"AAPL",2018-12-04,42.0890312194824
"AAPL",2018-12-06,41.619758605957
"AAPL",2018-12-07,40.1357192993164
"AAPL",2018-12-10,40.4001235961914
"AAPL",2018-12-11,40.1690711975098
"AAPL",2018-12-12,40.2810249328613
"AAPL",2018-12-13,40.7217063903809
"AAPL",2018-12-14,39.4187049865723
"AAPL",2018-12-17,39.051872253418
"AAPL",2018-12-18,39.5592460632324
"AAPL",2018-12-19,38.3253326416016
"AAPL",2018-12-20,37.3582077026367
"AAPL",2018-12-21,35.9051361083984
"AAPL",2018-12-24,34.9761238098145
"AAPL",2018-12-26,37.4392013549805
"AAPL",2018-12-27,37.196216583252
"AAPL",2018-12-28,37.2152671813965
"AAPL",2018-12-31,37.5749816894531
"AAPL",2019-01-02,37.617847442627
"AAPL",2019-01-03,33.8708419799805
"AAPL",2019-01-04,35.3167686462402
"AAPL",2019-01-07,35.2381591796875
"AAPL",2019-01-08,35.9099082946777
"AAPL",2019-01-09,36.5197105407715
"AAPL",2019-01-10,36.6364288330078
"AAPL",2019-01-11,36.2767372131348
"AAPL",2019-01-14,35.7312431335449
"AAPL",2019-01-15,36.4625473022461
"AAPL",2019-01-16,36.9079818725586
"AAPL",2019-01-17,37.1271438598633
"AAPL",2019-01-18,37.355827331543
"AAPL",2019-01-22,36.5173263549805
"AAPL",2019-01-23,36.6650161743164
"AAPL",2019-01-24,36.3744049072266
"AAPL",2019-01-25,37.5797386169434
"AAPL",2019-01-28,37.2319564819336
"AAPL",2019-01-29,36.8460540771484
"AAPL",2019-01-30,39.3639221191406
"AAPL",2019-01-31,39.6473846435547
"AAPL",2019-02-01,39.6664390563965
"AAPL",2019-02-04,40.7931632995605
"AAPL",2019-02-05,41.4911117553711
"AAPL",2019-02-06,41.5054130554199
"AAPL",2019-02-07,40.7193260192871
"AAPL",2019-02-08,40.7671775817871
"AAPL",2019-02-11,40.5327301025391
"AAPL",2019-02-12,40.8819961547852
"AAPL",2019-02-13,40.7121467590332
"AAPL",2019-02-14,40.8604736328125
"AAPL",2019-02-15,40.7695655822754
"AAPL",2019-02-19,40.8915786743164
"AAPL",2019-02-20,41.154727935791
"AAPL",2019-02-21,40.9226684570312
"AAPL",2019-02-22,41.3795928955078
"AAPL",2019-02-25,41.6810302734375
"AAPL",2019-02-26,41.704948425293
"AAPL",2019-02-27,41.8341445922852
"AAPL",2019-02-28,41.4226531982422
"AAPL",2019-03-01,41.8580589294434
"AAPL",2019-03-04,42.0685729980469
"AAPL",2019-03-05,41.9920349121094
"AAPL",2019-03-06,41.7504043579102
"AAPL",2019-03-07,41.2671699523926
"AAPL",2019-03-08,41.3652458190918
"AAPL",2019-03-11,42.7982330322266
"AAPL",2019-03-12,43.2790870666504
"AAPL",2019-03-13,43.4704704284668
"AAPL",2019-03-14,43.9537124633789
"AAPL",2019-03-15,44.5254669189453
"AAPL",2019-03-18,44.9800148010254
"AAPL",2019-03-19,44.6235542297363
"AAPL",2019-03-20,45.013500213623
"AAPL",2019-03-21,46.6713562011719
"AAPL",2019-03-22,45.7048721313477
"AAPL",2019-03-25,45.1522521972656
"AAPL",2019-03-26,44.6857604980469
"AAPL",2019-03-27,45.0876617431641
"AAPL",2019-03-28,45.1474723815918
"AAPL",2019-03-29,45.4417304992676
"AAPL",2019-04-01,45.7503318786621
"AAPL",2019-04-02,46.4154014587402
"AAPL",2019-04-03,46.733570098877
"AAPL",2019-04-04,46.8149070739746
"AAPL",2019-04-05,47.1282958984375
"AAPL",2019-04-08,47.8699150085449
"AAPL",2019-04-09,47.7263641357422
"AAPL",2019-04-10,47.9943046569824
"AAPL",2019-04-11,47.5947914123535
"AAPL",2019-04-12,47.5756492614746
"AAPL",2019-04-15,47.6617813110352
"AAPL",2019-04-16,47.666561126709
"AAPL",2019-04-17,48.5947532653809
"AAPL",2019-04-18,48.7693977355957
"AAPL",2019-04-22,48.9296951293945
"AAPL",2019-04-23,49.6354179382324
"AAPL",2019-04-24,49.5588645935059
"AAPL",2019-04-25,49.1091156005859
"AAPL",2019-04-26,48.8746719360352
"AAPL",2019-04-29,48.948844909668
"AAPL",2019-04-30,48.0062675476074
"AAPL",2019-05-01,50.3626899719238
"AAPL",2019-05-02,50.0349311828613
"AAPL",2019-05-03,50.6569290161133
"AAPL",2019-05-06,49.8746604919434
"AAPL",2019-05-07,48.5301818847656
"AAPL",2019-05-08,48.539737701416
"AAPL",2019-05-09,48.0182342529297
"AAPL",2019-05-10,47.3530082702637
"AAPL",2019-05-13,44.6008796691895
"AAPL",2019-05-14,45.3069152832031
"AAPL",2019-05-15,45.8496589660645
"AAPL",2019-05-16,45.64794921875
"AAPL",2019-05-17,45.3885650634766
"AAPL",2019-05-20,43.9692802429199
"AAPL",2019-05-21,44.8122062683105
"AAPL",2019-05-22,43.8948287963867
"AAPL",2019-05-23,43.145565032959
"AAPL",2019-05-24,42.9798622131348
"AAPL",2019-05-28,42.8021545410156
"AAPL",2019-05-29,42.598014831543
"AAPL",2019-05-30,42.818962097168
"AAPL",2019-05-31,42.0432739257812
"AAPL",2019-06-03,41.6182060241699
"AAPL",2019-06-04,43.1407623291016
"AAPL",2019-06-05,43.8371963500977
"AAPL",2019-06-06,44.4808006286621
"AAPL",2019-06-07,45.6647415161133
"AAPL",2019-06-10,46.2483139038086
"AAPL",2019-06-11,46.7838554382324
"AAPL",2019-06-12,46.6349678039551
"AAPL",2019-06-13,46.6253471374512
"AAPL",2019-06-14,46.2867393493652
"AAPL",2019-06-17,46.562915802002
"AAPL",2019-06-18,47.6579971313477
"AAPL",2019-06-19,47.5187149047852
"AAPL",2019-06-20,47.9005584716797
"AAPL",2019-06-21,47.7372512817383
"AAPL",2019-06-24,47.6892242431641
"AAPL",2019-06-25,46.966381072998
"AAPL",2019-06-26,47.9822044372559
"AAPL",2019-06-27,47.9678001403809
"AAPL",2019-06-28,47.5307197570801
"AAPL",2019-07-01,48.4024696350098
"AAPL",2019-07-02,48.685848236084
"AAPL",2019-07-03,49.0893020629883
"AAPL",2019-07-05,49.0460815429688
"AAPL",2019-07-08,48.0350456237793
"AAPL",2019-07-09,48.3280372619629
"AAPL",2019-07-10,48.8059196472168
"AAPL",2019-07-11,48.450496673584
"AAPL",2019-07-12,48.8227386474609
"AAPL",2019-07-15,49.2814254760742
"AAPL",2019-07-16,49.110912322998
"AAPL",2019-07-17,48.8347320556641
"AAPL",2019-07-18,49.3894920349121
"AAPL",2019-07-19,48.6522254943848
"AAPL",2019-07-22,49.7641296386719
"AAPL",2019-07-23,50.1531791687012
"AAPL",2019-07-24,50.1123428344727
"AAPL",2019-07-25,49.7160987854004
"AAPL",2019-07-26,49.8890075683594
"AAPL",2019-07-29,50.3548965454102
"AAPL",2019-07-30,50.1387748718262
"AAPL",2019-07-31,51.161808013916
"AAPL",2019-08-01,50.0546989440918
"AAPL",2019-08-02,48.9956398010254
"AAPL",2019-08-05,46.4308319091797
"AAPL",2019-08-06,47.3097877502441
"AAPL",2019-08-07,47.7996864318848
"AAPL",2019-08-08,48.8539619445801
"AAPL",2019-08-09,48.4513854980469
"AAPL",2019-08-12,48.328441619873
"AAPL",2019-08-13,50.3750648498535
"AAPL",2019-08-14,48.8756523132324
"AAPL",2019-08-15,48.6321716308594
"AAPL",2019-08-16,49.7796478271484
"AAPL",2019-08-19,50.7077293395996
"AAPL",2019-08-20,50.7101516723633
"AAPL",2019-08-21,51.2597732543945
"AAPL",2019-08-22,51.216381072998
"AAPL",2019-08-23,48.8491401672363
"AAPL",2019-08-26,49.7772331237793
"AAPL",2019-08-27,49.2155532836914
